# doc 61 sec 5b -- batch 2: events 11-393 of the d59k scan set (393-event
# FC-cut set), scanned 2026-07-26 by 10 Claude sub-agents from the same
# evidence images the owner sees on :5011.  UNVALIDATED.
# verdict is STM|nu ONLY (a non-stopping-muon stays a neutrino candidate);
# quality = clean|weak|cosmic-like|junk|unclear qualifies it (doc 61 sec 1).
# t_us/len_cm/auto_label/flash_gid are joined from nusel-evt<ID>.tsv, not typed.
event	main_id	flash_gid	t_us	len_cm	auto_label	verdict	quality	conf	reason
400636	6	5	2.046	137.3	nu-candidate	nu	cosmic-like	high	115 cm from the anode x=-201.3 at (101,272) to (-133,92,182) mid-detector; dQ/dx flat 40-60 ke/cm on the MIP line down to rr=0, no Bragg = anode-crossing track truncated at the far end
400636	13	1000004	1.646	302.0	nu-candidate	nu	unclear	low	fully contained (x 44-59, y -52..38, z 133-380, >=40 cm from every face) so it cannot be a stopping muon and the tagger never fit it; but 250 cm at nearly constant x (dx=15 cm) with a 2-prong fork at (54,-33) is the isochronous over-merge signature rather than one clean object
401450	17	0	1.901	99.0	STM	STM	clean	high	440 cm (skeleton's 99 cm is only the dominant component) entering the upstream wall z=0.8 at (-120,68), textbook Bragg to 175-220 ke/cm at rr=0 (ks1=0.025), and a charge fan at the stopping end (-51,-32,414) = Michel candidate
401824	4	10	2.041	15.3	STM	nu	clean	med	tagger's STM is wrong: this 16 cm stub sits 1.5-2x ABOVE the muon curve along its whole length and spikes to 285-325 ke/cm (5-6 MIP) at the stopping tip (-71,177,12), the proton signature of the evt51051 reference, not a muon Bragg; the other end lies on the upstream wall z=1.3
401934	10	1000013	1.176	1.1	nu-candidate	nu	junk	high	6 drawn points in one 0.7 cm blob at (114,178,199.5) with no other charge in the window; no steiner PC, no dQ/dx
402330	1	5	1.472	56.3	STM	nu	clean	med	disagree with the tagger's STM (its worst accepted fit, ks1=0.173): the last 8 cm run 140-290 ke/cm, far ABOVE the muon curve, and the end (-67,-169,79) carries a 6 cm charge fan = proton/hadronic vertex activity, not a muon Bragg; the 37 cm prong reaches the bottom wall y=-199 at (-80,82)
402528	15	1000012	0.616	71.3	nu-candidate	nu	junk	high	8 drawn points in one 0.9 cm blob at (53,48,404) while the skeleton claims 71 cm over 5 fragments; ctx shows the whole event is scattered stubs with nothing coherent here; no steiner PC
402968	10	1000017	2.083	0.9	nu-candidate	nu	junk	high	6 drawn points in one 0.7 cm blob at (59,-189,55.6), isolated; no steiner PC, no dQ/dx
402968	19	9	1.476	74.4	STM	STM	clean	high	77 cm entering the upstream wall z=2.5 at (-16.5,-78), textbook Bragg to 180 ke/cm on the muon curve at rr=0 (ks1=0.015) with a charge spray at the stopping end (-25,-148,27) = Michel candidate
403958	3	0	1.793	67.4	STM	nu	unclear	low	hard call: 60 cm from the anode x=-201.2 at (22,156) to (-144,19,139), but the dQ/dx only reaches 97 ke/cm (1.7 MIP) at rr=0 instead of the ~165 a muon stop needs, and the last 15 cm run at constant z=139 (prolonged-W geometry, the documented truncation signature), so the "stop" is not established; the tagger needed off=3 to pass
404684	9	1000010	1.595	74.8	nu-candidate	nu	unclear	low	top end touches/exceeds the top wall (bbox y_hi=200.0 vs DET 199.31) and the 75 cm cathode crosser ends at (-10.5,141,344), but dQ/dx sits at ~1.8 MIP over the WHOLE length and spikes to 280 ke/cm at that end, far above the muon curve -- proton-like or a dx pathology, not a muon Bragg either way; agree with the tagger's rejection
404816	5	1000005	1.112	145.6	STM	STM	clean	high	150 cm entering the upstream wall z=-0.5 at (151,-146), textbook Bragg to 170 ke/cm over the last 20 cm exactly on the muon curve (ks1=0.009); caveat: the stopping point (170,-196,135) is only 3.7 cm above the bottom wall, but a 20 cm curve match cannot be a wall artifact
405190	12	1000009	0.854	55.9	nu-candidate	nu	junk	high	13 drawn points in one 1 cm blob at (138,45.5,483.5) although the skeleton claims 56 cm; the grey track 10 cm away in X-Y is absent from Y-Z so it is at another z; no steiner PC
405432	15	1000003	1.570	111.0	nu-candidate	STM	clean	med	enters the anode x=201.2 at (201,83,118), 88 cm MIP track, textbook Bragg to 165 ke/cm at rr=0 (ks1=0.058) at (163,112,46) with a broad diffuse ~19 cm spray there = Michel candidate; the tagger's "extra tracks" rejection is that Michel, so I disagree with the nu-candidate label
405454	7	1000004	1.281	56.7	nu-candidate	nu	junk	high	only 12 drawn points in a 1 cm blob at (188,-100,478), 12 cm clear of every wall; skeleton claims 56.7 cm but there is no track to judge and no steiner_pc so no fit
405740	14	7	0.639	49.0	nu-candidate	nu	weak	med	22 cm short track along +z ending 2.8 cm short of the downstream wall (z=497.3); dQ/dx flat 47-70 ke/cm over rr 1.5-27 with only the last 1 cm elevated (116-137 ke/cm, still BELOW the muon curve) so no Bragg trend and no established boundary entry
406752	7	6	0.987	56.7	STM	STM	clean	high	crosses the top wall at (-175,199.9,321) travelling 24 cm in y over 35 cm (a real crossing, not grazing), Bragg 185-207 ke/cm at rr<0.5 following the muon curve (ks1=0.061), small charge spray at the stopping end (-160,176,336) = Michel candidate
406796	9	3	0.699	108.7	nu-candidate	nu	unclear	low	60 cm track from the cathode (x=-1.9, not a detector boundary) to (-54,-155,86); no DET_BOX face is closer than 39 cm so nothing entered; the far end carries a 7 cm branch plus a 3 cm 2-3x MIP charge spike (167-187 ke/cm above the muon curve) = vertex-like, and dQ/dx sags to 22-45 ke/cm at rr 5-11 so the fit is poor; faint grey charge just past the cathode leaves an un-merged cathode-crosser reading open
407148	15	1000001	1.967	172.1	nu-candidate	nu	clean	med	two-prong V with apex at (140,101,103): 151 cm prong exits the anode x=201.3, 80 cm prong stops contained at (91,105,167); opening angle ~118 deg so no muon kink can join them, and dQ/dx at the apex only reaches 100-120 ke/cm (green curve is 168) so nothing stopped there
408534	9	1000002	1.194	153.6	nu-candidate	nu	clean	high	vertex at (92,105,249): a 31 cm stub at 2.4 MIP average rising to 258 ke/cm (4.6 MIP, far ABOVE the muon curve) plus a 130 cm MIP prong exiting the anode x=201 = proton+MIP vertex, exactly the evt51051 signature; the tagger's own "long leftover, left dQ/dx=2.42 MIP" is that stub
409084	12	1000003	1.096	108.9	STM	STM	clean	med	crosses the upstream wall at (86,-48,-0.5) travelling +z, 82 cm, Bragg to 263 ke/cm at rr=0 (ks1=0.020) with a small detached blob at the stopping end (110,-20,70) = Michel candidate; caveat: dQ/dx sits ~1.8x above the muon table over the WHOLE range (90-100 ke/cm where flat MIP is 56) so the charge scale looks mis-set, but the shape is a clean Bragg
409458	8	4	1.814	6.7	STM	nu	weak	low	only 6.7 cm long / 9 fit points, a 5 cm blob sitting on the upstream wall (z=1.3); dQ/dx falls 173->45 ke/cm over 5 cm but the wall end is at or below MIP, impossible for a muon with 6 cm of range left, so this is a wall-truncated fragment not an identifiable stopping muon - I disagree with the STM tag
409546	8	1	0.936	82.0	STM	nu	unclear	med	21 cm stub from the anode x=-201.4 to a dense blob at (-188,36,486); dQ/dx is NOT a muon Bragg - a 2-point spike of 230k and 450k e/cm (4-8 MIP, far above the 168 green curve) with the profile RISING with residual range (37-57 at rr 1-4, 100-130 at rr 5-20), so the trajectory/direction is unreliable; 8 fragments over the claimed 82 cm. I disagree with the STM tag
409920	7	9	0.930	67.0	nu-candidate	nu	weak	med	7 cm dense contained clump at (-44,-24,230), 155 cm clear of every DET_BOX face, so a muon that stopped here could never have entered - not STM by containment; featureless, no STM fit (tagger exited on fully-contained)
409920	9	1000014	1.145	1.2	nu-candidate	nu	junk	high	11 drawn points in a 1 cm speck at (80,-55,328), 120 cm clear of every wall; nothing to judge
409942	17	1000006	1.961	54.3	nu-candidate	STM	clean	med	enters the upstream wall at (105,3,-0.5), 41 cm, textbook Bragg to 220 ke/cm at rr=0.5 hugging the muon curve (ks1=0.037) at the contained end (81,-14,27); the tagger's "extra tracks" are two further prongs (15 cm and 7 cm) at the WALL end, i.e. at the entry not at the stop, so they do not spoil the STM reading
411152	6	1000010	0.877	0.7	nu-candidate	nu	junk	high	6 drawn points in a sub-cm speck at (60,113,5.2), 4.3 cm inside the upstream wall; no steiner_pc, no track, nothing to judge
411460	6	12	1.608	120.1	nu-candidate	nu	cosmic-like	med	flat 50-65 ke/cm down to rr=0 (max 84 ke/cm at rr=3, far below the muon curve) so nothing stopped; 13 cm of x travel with only 4.6 cm of z at y=196-200, i.e. running ALONG the top wall (grazing, not entering), plus a 6 cm vertical charge spray at x=-36.5 - a truncated fragment
411790	13	1000007	1.266	47.6	STM	nu	unclear	med	crosses the top wall at (136,199.9,65) but the dQ/dx is INVERTED - 75-141 ke/cm at rr 5-23 and only 34-42 ke/cm (below MIP) at rr 1.5-4.5, so the claimed stopping end carries the least charge and there is no Bragg; U-shaped 30 cm arc plus a 9 cm vertical spray at (126,190-200,74-78) reads shower/fragment-like. I disagree with the STM tag
412692	13	1	1.062	184.8	nu-candidate	nu	clean	high	kink at (-163,-34,251) splits two segments with different ionisation: 65 cm at ~1 MIP exiting the anode x=-201.4, and 60 cm at ~2 MIP whose last 4 cm spikes to 200-308 ke/cm (3.5-5.5 MIP, far above the 168 muon curve; tagger's own left dQ/dx=4.09 MIP) = proton + muon vertex, not a muon Bragg
486049	13	8	1.609	254.4	STM	STM	clean	high	enters the upstream wall at (-61,127,0.8), 215 cm, textbook Bragg 135-185 ke/cm hugging the muon curve at rr<1 (ks1=0.017), stops at (-107,171,200) with a 4 cm hook = Michel candidate
486687	20	1	1.913	312.5	nu-candidate	nu	clean	med	flat 50-60 ke/cm down to rr=3 with no muon rise, then an abrupt 4-point spike to 205-310 ke/cm (3.7-5.5 MIP, far above the 168 curve) in the last 2 cm = proton-like stub at a vertex at (-135,151,150); the 272 cm MIP prong exits the anode x=-201.3. The tagger's own pass 0 said "proton end" and only passed on a poor ks1=0.150
486907	16	6	0.992	174.9	STM	STM	clean	high	enters the top wall at (-86,199.7,472), descends 165 cm, Bragg 127 ke/cm 1.5 cm before the stop at (-76,40,442) matching the muon curve (ks1=0.021, res_L=16.6 cm), then a 14-16 cm segment at 1.07 MIP turning ~90 deg away = Michel electron; small delta-ray branch at y=74 mid-track
487633	3	3	1.019	162.9	STM	STM	clean	high	enters the upstream wall at (-93,-2,0.8), single smooth 168 cm arc with no branches, Bragg 143-190 ke/cm at rr<1 on the muon curve (ks1=0.071), stops contained at (-18,97,107)
488139	14	7	0.806	211.1	nu-candidate	nu	clean	med	141 cm cathode-crossing MIP prong with a 6 cm hook at 3.11 MIP at (-50,-45,427): dQ/dx spikes to 152-197 ke/cm over the last 3 cm then collapses to 35-45 ke/cm (below MIP) at rr 5-10, which is a stub not a muon Bragg tail; the other end stops 4 cm short of the downstream wall (z=496.1) and no end reaches a DET face, so nothing entered
489327	19	1	1.397	437.5	nu-candidate	nu	unclear	med	the dQ/dx fit is pathological - values go NEGATIVE (-50k to 0 e/cm) all through rr 20-70 - so there is no usable stopping evidence; topologically an ~80 deg kink at (-85,85,140) joins a 380 cm prong that crosses the downstream wall z=499.4 to a 94 cm 0.73-MIP prong ending contained at (-145,29,150), i.e. two merged tracks or a vertex, not one stopping muon
489459	6	1000013	1.797	74.1	nu-candidate	nu	junk	high	10 drawn points in a 1 cm speck at (138,71,5.5), 4.5 cm inside the upstream wall; no steiner_pc so no fit, and the skeleton's 74.1 cm / 80 pts has no visible track
489679	11	11	1.805	1.2	nu-candidate	nu	junk	high	11 drawn points in a 1 cm speck at (-125,23,19.6), 18 cm clear of the upstream wall; no steiner_pc, nothing to judge
489811	4	1000005	1.949	170.1	STM	STM	clean	high	crosses the anode x=201.3 at (201,139,330), single smooth 174 cm track with no branches, textbook Bragg 140-185 ke/cm hugging the muon curve at rr<1 (ks1=0.025), stops contained at (48,168,396)
490361	20	0	1.335	94.3	nu-candidate	nu	unclear	med	no Bragg - dQ/dx at rr<5 scatters 18-100 ke/cm (mostly far BELOW the 100-168 muon curve) and collapses to 8-25 ke/cm at rr 10-12, so the fit is unusable and all 8 evals fail; a 3-way junction at (-177,-119,446) with a 21 cm branch and a broad 15 cm fan, main 39 cm prong reaching the anode x=-201.2
490581	6	1000003	0.993	219.7	nu-candidate	nu	cosmic-like	high	flat 40-60 ke/cm right down to rr=0 (peak only 82 ke/cm, no Bragg, all evals fail r1=1.38); crosses the downstream wall at (171,-80,500.3) and the other end just stops mid-detector at (145,-2,296) - a truncated through-going track, the evt48895 pattern
490977	17	1000000	1.401	113.9	nu-candidate	nu	cosmic-like	med	flat 44-76 ke/cm at rr<3 with no Bragg (rej dQ/dx eval, r1=1.29); the anode end x=201.2 crosses but the other end just stops at (140,-17,183) mid-detector at MIP charge = truncated, not stopped; single 76 cm track with no vertex structure
492649	20	1000003	1.399	134.5	nu-candidate	nu	cosmic-like	med	crosses the top wall at (90,200,177) but the dQ/dx is flat 55-65 ke/cm from rr=2 out to 80 cm with only ONE point at 148 ke/cm at rr=0.3 - no rising Bragg trend and all 8 evals fail (r1=1.21) - so the lower end at (131,146,138) is truncated mid-detector
492891	13	1000000	1.795	460.1	STM	STM	clean	high	460 cm track entering the upstream wall at (12,-34,2.6) (outside the FV), textbook Bragg 110-170 ke/cm hugging the muon curve at rr<3 (ks1=0.016, the best fit in this slice), stops at (196,-63,423) 5 cm short of the anode with the usual end-of-range bend 40 cm before the stop
492913	15	2	1.054	60.6	nu-candidate	nu	cosmic-like	med	flat 44-69 ke/cm to rr=0, no Bragg (all 8 evals fail, r1=1.44); crosses the downstream wall at (3.5,-96,498.5) and the other end just stops at (-4.5,-137,455); the slope break at x=0 is the cathode join not a kink, and the dQ/dx dips to 15-30 ke/cm in the TPC1 stretch = charge artifact
493243	13	1000005	1.849	225.0	nu-candidate	nu	cosmic-like	high	flat 40-72 ke/cm right down to rr=0, no Bragg (all 8 evals fail, r1=1.45, res_L=38 cm); crosses the bottom wall at (21,-198,138) and the other end just stops mid-detector at (155,-134,27); single smooth 225 cm track with no vertex structure
